"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","profit","buy"
11443,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",106,4,5.4,3.1,290,161,"Average","owner-occupied",51.376933,0.042468,44,75,5,"hayes","Thames Water",67300,"Bromley","rail",0,1,0,2.1164884,504000,723499.502889558,0.435514886685632,0
9446,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW2","C",65,3,1.6,1.6,143,139,"Good","owner-occupied",51.550898,-0.208454,50,62,2,"kilburn","Thames Water",50600,"Camden","tube",1,0,0,0.3249922,558000,800267.371503612,0.43417091667314,0
3789,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","D",49,3,2.2,2.1,271,259,"Average","owner-occupied",51.431037,-0.152827,37,35,3,"tooting bec","Thames Water",69000,"Wandsworth","tube",1,0,0,0.6375564,363000,520453.60434873,0.433756485809175,0
4403,NA,NA,"F","N","L",NA,NA,NA,"EARLSFIELD",NA,NA,"SW18","C",101,4,3.4,2,175,102,"Average","owner-occupied",51.4395,-0.182226,83,13,3,"earlsfield","Thames Water",62700,"Wandsworth","rail",0,1,0,0.3585478,450000,644295.467152074,0.431767704782386,0
11497,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","E",79,4,5,1.5,332,94,"Good","rental (private)",51.410619,-0.193481,66,16,3,"morden road","Thames Water",75100,"Merton","light_rail",0,0,1,0.0938314,598000,855753.347566145,0.43102566482633,0
550,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W3","D",43.26,2,3.6,3.6,470,464,"Average","rental (private)",51.516449,-0.268998,11,31,3,"acton main line","Thames Water",51800,"Ealing","rail",0,1,0,0.111852,267000,381801.727178271,0.429969015648953,0
76,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE16","C",68.25,3,1.9,1.8,167,161,"Average","owner-occupied",51.506683,-0.033944,49,6,2,"rotherhithe","Thames Water",69100,"Southwark","light_rail",0,0,1,0.9992112,360000,514548.894437074,0.429302484547428,0
13388,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","D",55.65,3,4,4,432,427,"Very Poor","owner-occupied",51.455333,-0.189557,98,11,2,"wandsworth town","Thames Water",58200,"Wandsworth","rail",0,1,0,0.5741736,496000,708429.739174348,0.428285764464411,0
5824,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE11","C",61,3,1.7,1.1,154,104,"Good","owner-occupied",51.493892,-0.119243,52,9,1,"vauxhall","Thames Water",49500,"Lambeth","tube",1,1,0,0.6381778,471000,672616.000425012,0.428059448885375,0
12805,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",75.8,5,4.6,3.8,361,300,"Poor","owner-occupied",51.424917,-0.187063,58,14,3,"haydons road","Thames Water",64700,"Merton","rail",0,1,0,0.3113214,678000,968202.952014229,0.428027952823347,0
13628,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN5","D",75,4,3.3,0.7,246,53,"Very Poor","owner-occupied",51.655157,-0.203912,81,134,5,"high barnet","Affinity Water",60200,"Barnet","tube",1,0,0,0.5263258,497000,709414.896940257,0.427394158833514,0
10671,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE12","E",101,5,5.5,2.6,307,145,"Average","owner-occupied",51.449951,0.008895,90,21,3,"lee","Thames Water",63700,"Lewisham","rail",0,1,0,0.2187328,488000,694465.051145552,0.423084121199902,0
15580,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE3","D",86,5,4.1,1.4,273,91,"Average","owner-occupied",51.470151,0.033252,33,46,3,"kidbrooke","Thames Water",47700,"Greenwich","rail",0,1,0,0.6798116,381000,541903.040169346,0.422317690733192,0
5231,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW7","D",78,3,4,1.6,289,115,"Very Poor","rental (private)",51.494404,-0.18484,143,19,1,"gloucester road","Thames Water",70100,"Kensington and Chelsea","tube",3,0,0,0.1609426,850000,1208199.29720544,0.421410937888758,0
14150,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W6","C",60,3,1.3,1.1,126,103,"Good","owner-occupied",51.498269,-0.244279,90,8,2,"stamford brook","Thames Water",54400,"Hammersmith and Fulham","tube",1,0,0,0.198848,602000,854619.433048922,0.419633609715818,0
5251,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W13","C",54,3,1.8,1.5,192,162,"Average","owner-occupied",51.502806,-0.323373,19,27,3,"northfields","Thames Water",63600,"Ealing","tube",1,0,0,0.5524246,336000,476533.922665001,0.418255722217265,0
13837,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","D",47.31,2,3.2,3,366,342,"Average","rental (private)",51.417299,-0.192225,53,17,3,"south wimbledon","Thames Water",66200,"Merton","tube",1,0,0,0.0764322,307000,435360.072244826,0.418110984510834,0
8832,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE6","E",99,5,6.9,3.5,335,154,"Average","rental (private)",51.438315,-0.012809,77,23,3,"bellingham","Thames Water",54200,"Lewisham","rail",0,1,0,0.6419062,443000,627885.399148889,0.417348530810133,0
3793,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N12","D",60,3,2.5,1.5,239,139,"Average","owner-occupied",51.614515,-0.184761,24,80,4,"woodside park","Affinity Water",51100,"Barnet","tube",1,0,0,0.3889964,281000,398076.83751214,0.416643549865268,0
14434,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"N14","D",150,6,7.3,2.4,274,89,"Average","owner-occupied",51.624538,-0.129001,87,63,4,"arnos grove","Thames Water",61300,"Enfield","tube",1,0,0,0.83889,750000,1058803.28055385,0.411737707405137,0
7216,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT2","D",67,3,2.6,0.7,225,58,"Good","owner-occupied",51.43004,-0.30833,66,9,6,"hampton wick","Thames Water",68800,"Kingston upon Thames","rail",0,1,0,1.7386772,522000,736579.678733269,0.411072181481358,0
1430,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","B",56.89,3,1.4,1.2,150,125,"Average","rental (private)",51.500964,-0.009437,20,6,2,"crossharbour and london arena","Thames Water",68500,"Tower Hamlets","light_rail",0,0,1,0.4679142,395000,557289.984548703,0.410860720376462,0
14001,NA,NA,"F","N","L",NA,NA,NA,"ADDISCOMBE",NA,NA,"CR0","B",48,2,1.8,1.8,228,228,"Good","owner-occupied",51.380107,-0.07103,46,59,3,"addiscombe","Thames Water",59100,"Croydon","light_rail",0,0,1,0.1236586,181000,255002.159915073,0.408851712237973,0
8625,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM12","D",41,2,3.2,2.5,457,354,"Average","owner-occupied",51.554922,0.220534,58,23,6,"hornchurch","Essex & Suffolk Water",52100,"Havering","tube",1,0,0,0.1702636,176000,247874.44698434,0.408377539683748,0
8968,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW5","D",78.09,3,3.1,2.2,205,144,"Very Poor","rental (private)",51.554527,-0.14098,238,45,2,"kentish town","Thames Water",57000,"Camden","tube",1,1,0,0.2448316,532000,749058.744028666,0.40800515794862,0
8626,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE21","D",106,5,4.6,1.4,245,71,"Poor","owner-occupied",51.443724,-0.094856,55,34,3,"west dulwich","Thames Water",55900,"Southwark","rail",0,1,0,0.2647164,6e+05,843988.930195774,0.406648216992957,0
6779,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E6","D",66,4,3.7,1.3,320,107,"Average","owner-occupied",51.526623,0.06225,135,4,3,"beckton","Thames Water",40400,"Newham","light_rail",0,0,1,0.981812,319000,447954.448658646,0.404245920560019,0
607,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",63,4,3.8,0.9,318,75,"Good","rental (private)",51.561882,0.186018,87,9,6,"elm park","Essex & Suffolk Water",49900,"Havering","tube",1,0,0,1.3807508,289000,405579.660386756,0.403389828327877,0
2129,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE6","D",139,6,6.2,3.8,252,152,"Average","owner-occupied",51.434284,-0.023818,60,22,3,"bellingham","Thames Water",45100,"Lewisham","rail",0,1,0,0.2106546,373000,523054.246763259,0.402290205799621,0
11159,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM5","E",64,4,4.3,0.7,383,66,"Poor","owner-occupied",51.371242,-0.160593,64,33,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.375947,415000,581436.573393144,0.401051984079864,0
4023,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",74,4,5.7,2.7,435,201,"Average","owner-occupied",51.360974,0.081101,73,96,6,"orpington","Thames Water",50500,"Bromley","rail",0,1,0,1.391936,503000,703081.679672143,0.397776699149389,0
5258,NA,NA,"T","N","F",NA,NA,NA,"PLUMSTEAD",NA,NA,"SE18","E",61,3,4.1,1.2,346,95,"Poor","owner-occupied",51.484949,0.095801,137,36,4,"plumstead","Thames Water",43900,"Greenwich","rail",0,1,0,0.7649434,339000,472266.664157828,0.393117003415423,0
11195,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",46,2,2.6,1.1,321,135,"Very Poor","rental (private)",51.583368,-0.039599,184,10,3,"blackhorse road","Thames Water",50700,"Waltham Forest","tube",1,0,1,0.3088358,252000,350947.010382496,0.392646866597205,0
6346,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",82,4,3.8,2,259,138,"Average","rental (private)",51.450523,-0.34607,81,12,5,"whitton","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.8736884,486000,676008.346131837,0.390963675168389,0
7581,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"EN1","E",116,6,6.1,3.5,296,168,"Good","owner-occupied",51.643793,-0.072433,17,25,5,"bush hill park","Thames Water",49900,"Enfield","light_rail",0,0,1,0.1944982,655000,910082.371710985,0.389438735436618,0
3757,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR5","D",83,5,4.7,1.6,322,109,"Average","owner-occupied",51.316382,-0.156891,80,117,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.5909514,415000,576521.900065907,0.389209397749173,0
8524,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW14","D",69,3,3.2,0.8,262,63,"Average","owner-occupied",51.466812,-0.261174,103,10,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.4958772,727000,1009632.25908946,0.388765143176699,0
6702,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM2","E",99,3,5.9,2.5,337,143,"Poor","owner-occupied",51.344529,-0.196167,94,98,5,"belmont","SES Water",67900,"Sutton","rail",0,1,0,0.2249468,336000,466355.390607625,0.387962472046504,0
10489,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE6","D",109,5,4.6,1.6,221,74,"Good","owner-occupied",51.440415,-0.030086,48,23,3,"catford","Thames Water",45100,"Lewisham","rail",0,1,0,0.4045314,491000,681342.497398295,0.387662927491436,0
2334,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",78,4,4.1,1.3,302,95,"Average","owner-occupied",51.549788,0.220849,93,15,6,"hornchurch","Essex & Suffolk Water",51000,"Havering","tube",1,0,0,0.4685356,354000,490956.194607673,0.386881905671393,0
7087,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N14","B",70.7,3,1.6,1.3,138,110,"Average","rental (private)",51.639922,-0.139426,64,83,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.7817212,310000,429470.990281726,0.385390291231374,0
14934,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",66,3,3.6,0.8,311,66,"Average","owner-occupied",51.450283,-0.368048,60,22,5,"whitton","Thames Water",55400,"Richmond upon Thames","rail",0,1,0,0.534404,490000,678643.985477104,0.384987725463477,0
5237,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","D",57.12,3,2.6,2.2,236,197,"Good","owner-occupied",51.443387,-0.195099,45,10,3,"earlsfield","Thames Water",76700,"Wandsworth","rail",0,1,0,0.478478,410000,567668.127697686,0.384556409018747,0
14325,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",66,4,3.5,0.6,273,45,"Average","rental (private)",51.391892,-0.096051,59,51,4,"selhurst","Thames Water",45400,"Croydon","rail",0,1,0,0.4374656,327000,452739.031659847,0.384523032598921,0
6494,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA5","D",112,5,4.5,1.7,228,85,"Good","owner-occupied",51.450141,0.141384,54,35,6,"bexley","Thames Water",54000,"Bexley","rail",0,1,0,1.0663224,495000,684926.44131463,0.383689780433596,0
11429,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE7","D",96,5,3.5,1.2,207,71,"Average","owner-occupied",51.478667,0.039518,52,54,3,"charlton","Thames Water",50000,"Greenwich","rail",0,1,0,0.873067,380000,525020.185316296,0.381632066621833,0
5648,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA8","D",93,4,3.9,1.3,218,72,"Poor","owner-occupied",51.475969,0.160954,107,50,6,"barnehurst","Thames Water",51300,"Bexley","rail",0,1,0,0.947635,285000,393677.060317698,0.381323018658588,0
7872,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E13","E",70,3,4.5,1.4,365,116,"Average","owner-occupied",51.537755,0.034504,112,11,3,"upton park","Thames Water",43900,"Newham","tube",2,0,0,0.006214,252000,347958.528212427,0.380787810366774,0
7810,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N15","D",48,3,2.1,1.3,246,151,"Average","owner-occupied",51.585805,-0.091965,139,19,3,"harringay green lanes","Thames Water",44200,"Haringey","light_rail",0,0,1,0.863746,308000,425238.317764155,0.380643888844661,0
11622,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N2","E",100,5,5.9,2.2,333,123,"Very Poor","rental (private)",51.596141,-0.176485,155,90,3,"east finchley","Affinity Water",58600,"Barnet","tube",1,0,0,0.9581988,635000,876609.173509339,0.380486887416283,0
7075,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",67,3,2.6,0.5,200,36,"Good","owner-occupied",51.379677,0.044472,57,71,5,"petts wood","Thames Water",67300,"Bromley","rail",0,1,0,1.9499532,339000,467727.155345011,0.379726121961684,0
1272,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW9","D",63,3,2.7,0.5,228,34,"Good","owner-occupied",51.465303,-0.296186,74,10,4,"richmond","Thames Water",61900,"Richmond upon Thames","tube",1,1,1,0.4150952,682000,940741.660976391,0.379386599672128,0
7543,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB2","E",130,8,7.3,3.2,273,108,"Average","owner-occupied",51.495764,-0.376991,183,32,4,"southall","Thames Water",49500,"Ealing","rail",0,1,0,1.0427092,650000,896168.104331291,0.378720160509678,0
15772,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA4","D",113,4,4.7,2.5,234,125,"Average","owner-occupied",51.576508,-0.43415,20,51,6,"west ruislip","Affinity Water",54700,"Hillingdon","tube",1,0,0,0.636935,559000,770438.849178584,0.378244810695141,0
1285,NA,NA,"T","N","F",NA,NA,NA,"YIEWSLEY",NA,NA,"UB7","E",73,5,4.5,1.6,354,122,"Very Poor","owner-occupied",51.512683,-0.476575,86,27,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,0.295165,419000,577270.137470134,0.377733024988386,0
13469,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB7","D",95,4,4.2,2.7,250,157,"Average","owner-occupied",51.497591,-0.462499,106,30,6,"west drayton","Affinity Water",54300,"Hillingdon","rail",0,1,0,1.2160798,473000,650788.430964813,0.375874061236391,0
3209,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE7","D",93,5,4.1,2.3,248,139,"Average","owner-occupied",51.476383,0.03795,83,50,3,"charlton","Thames Water",50000,"Greenwich","rail",0,1,0,0.9979684,377000,518410.506301144,0.375094181170144,0
9442,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","D",94,5,4.3,2.3,261,139,"Average","owner-occupied",51.555092,-0.002084,235,10,3,"leyton","Thames Water",44000,"Redbridge","tube",1,0,0,0.4623216,480000,659235.630712274,0.373407563983904,0
293,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW5","D",97,3,5.1,2.1,301,122,"Average","owner-occupied",51.554527,-0.14098,238,45,2,"kentish town","Thames Water",57000,"Camden","tube",1,1,0,0.2448316,547000,749058.744028666,0.369394413215111,0
2375,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",40,2,3.8,1.2,543,171,"Very Poor","owner-occupied",51.522049,-0.43524,117,43,5,"hayes and harlington","Affinity Water",43800,"Hillingdon","rail",0,1,0,1.7697472,273000,373664.744793068,0.368735328912337,0
15822,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW13","D",65,4,3.1,0.7,266,60,"Good","owner-occupied",51.436234,-0.419673,66,15,6,"feltham","Affinity Water",53500,"Hounslow","rail",0,1,0,1.1539398,289000,395262.007051617,0.367688605714939,0
1358,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E15","D",94,5,3.8,2,227,116,"Average","rental (private)",51.549139,0.010564,141,10,3,"maryland","Thames Water",44400,"Newham","rail",0,1,0,0.3566836,495000,675245.180708666,0.364131678199325,0
2514,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","D",48.8,2,2.9,1.8,354,222,"Very Poor","owner-occupied",51.457693,-0.142121,69,29,2,"clapham south","Thames Water",71500,"Lambeth","tube",1,0,0,0.4182022,450000,613851.789247432,0.364115087216515,0
1936,NA,NA,"F","N","L",NA,NA,NA,"STOKE NEWINGTON",NA,NA,"N16","B",50.71,2,1.8,1.8,235,235,"Good","owner-occupied",51.567165,-0.080466,81,27,2,"stoke newington","Thames Water",50400,"Hackney","light_rail",0,0,1,0.4778566,335000,456530.408142075,0.362777337737537,0
10763,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E9","D",77,3,3.3,1,240,67,"Average","owner-occupied",51.548285,-0.026007,47,6,2,"hackney wick","Thames Water",46500,"Hackney","light_rail",0,0,1,0.5039554,461000,626985.665803466,0.360055674194069,0
11465,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","D",54.56,2,1.7,1.6,204,200,"Good","rental (private)",51.459884,-0.210149,105,24,2,"east putney","Thames Water",66300,"Kingston upon Thames","tube",1,0,0,0.0323128,523000,710840.699339021,0.359160036977095,0
2133,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW14","C",75,3,2.3,1.5,172,116,"Average","owner-occupied",51.462636,-0.274936,44,20,3,"north sheen","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.9314786,352000,478144.432388996,0.358364864741465,0
13803,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","E",92,4,5.1,1.5,285,83,"Average","owner-occupied",51.381549,-0.082207,96,57,3,"lebanon road","Thames Water",50700,"Croydon","light_rail",0,0,1,0.4964986,315000,427333.503393879,0.356614296488506,0
1300,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",69,2,2.8,1.3,211,98,"Very Poor","rental (private)",51.561658,-0.191772,62,109,2,"hampstead","Thames Water",67300,"Camden","tube",1,0,0,0.9271288,657000,891140.724171068,0.356378575602843,0
11689,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT4","D",62,4,2.7,0.7,246,64,"Good","owner-occupied",51.387791,-0.243992,66,24,4,"worcester park","Thames Water",65000,"Sutton","rail",0,1,0,0.699075,462000,625346.041900625,0.353562861256765,0
5260,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","C",61,3,2.1,1.6,198,146,"Average","rental (private)",51.385909,-0.09424,116,53,4,"selhurst","Thames Water",46000,"Croydon","rail",0,1,0,0.7817212,187000,253094.353153446,0.353445738788479,0
6120,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",137,6,5.5,4,230,164,"Good","owner-occupied",51.418497,-0.184742,76,17,3,"colliers wood","Thames Water",66200,"Merton","tube",1,0,0,0.472264,714000,965844.75371721,0.352723744701974,0
4560,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E15","E",61,4,4.5,1.5,424,134,"Average","owner-occupied",51.543248,0.012699,102,12,3,"maryland","Thames Water",50200,"Newham","rail",0,1,0,0.531297,443000,598980.991533613,0.352101561023957,0
3173,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB1","C",94,5,2.9,1.2,175,72,"Average","owner-occupied",51.511986,-0.387395,29,32,4,"southall","Affinity Water",42200,"Ealing","rail",0,1,0,0.720824,460000,621305.276232948,0.350663643984669,0
3689,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E15","E",92,4,5.5,1.1,339,63,"Poor","owner-occupied",51.556067,-0.006542,157,11,3,"leyton","Thames Water",46700,"Newham","tube",1,0,0,0.2572596,501000,676625.121583577,0.350549144877399,0
9505,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR2","C",48,2,1.2,1.1,139,131,"Average","owner-occupied",51.403058,0.005459,55,45,4,"shortlands","Thames Water",64600,"Bromley","rail",0,1,0,0.3703544,193000,260578.622239135,0.350148301757175,0
2011,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA8","E",86,4,4.8,1.9,318,123,"Average","owner-occupied",51.48593,0.169909,61,5,6,"erith","Thames Water",45100,"Bexley","rail",0,1,0,0.7804784,335000,452232.578220326,0.34994799468754,0
7493,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG11","E",115,5,7.4,3.2,362,154,"Average","owner-occupied",51.534405,0.078936,17,6,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.5070624,319000,430409.066001398,0.349244721007517,0
53,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE28","B",70,3,1.3,1.3,108,108,"Good","owner-occupied",51.502671,0.086873,81,4,3,"plumstead","Thames Water",49700,"Greenwich","light_rail",0,0,1,1.0184746,302000,407256.611386123,0.348531825781864,0
8846,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"NW4","D",247,8,8.8,5.6,203,128,"Average","owner-occupied",51.585573,-0.213532,31,52,3,"brent cross","Thames Water",54400,"Barnet","tube",1,0,0,0.9091082,1093000,1473886.43757684,0.348477984974234,0
5588,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW10","E",53,2,3.9,2.6,410,280,"Average","rental (social)",51.544371,-0.228093,10,68,2,"willesden green","Thames Water",54700,"Brent","tube",1,0,0,0.8569106,376000,506751.459700348,0.347743243883904,0
14297,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW16","D",160,7,6.8,2.5,240,86,"Average","owner-occupied",51.424892,-0.137252,49,39,3,"streatham","Thames Water",54800,"Croydon","rail",0,1,0,0.5325398,680000,916237.57087044,0.34740819245653,0
2853,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM5","E",89,5,6,1.3,385,80,"Average","owner-occupied",51.375896,-0.166143,59,30,5,"carshalton","SES Water",57800,"Sutton","rail",0,1,0,0.602758,490000,659584.548694696,0.346090915703462,0
13132,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E4","D",45,1,2.3,1.1,264,131,"Average","rental (private)",51.609635,-0.019259,218,14,4,"highams park","Thames Water",46900,"Waltham Forest","light_rail",0,0,1,1.068808,199000,267569.131794873,0.344568501481775,0
1523,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",99.62,6,5.1,4.7,198,180,"Poor","owner-occupied",51.443413,-0.20213,57,17,3,"southfields","Thames Water",71300,"Wandsworth","tube",1,0,0,0.357305,935000,1256371.42040966,0.343712749101244,0
11981,NA,NA,"T","N","F",NA,NA,NA,"CHEAM",NA,NA,"SM3","C",55,4,1.6,0.2,156,13,"Good","owner-occupied",51.37132,-0.21392,87,31,5,"west sutton","SES Water",58300,"Sutton","rail",0,1,0,0.6972108,330000,443275.399807482,0.343258787295399,0
8215,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW2","D",46,2,2.5,1.8,325,236,"Average","owner-occupied",51.440211,-0.130198,38,45,3,"streatham hill","Thames Water",54400,"Lambeth","rail",0,1,0,0.1230372,306000,410579.23382434,0.341762202040326,0
15584,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E11","D",53.25,3,2.8,2.8,274,268,"Very Poor","rental (private)",51.55696,0.00032,71,13,3,"leyton","Thames Water",44000,"Redbridge","tube",1,0,0,0.394589,291000,390282.123667201,0.341175682705157,0
2885,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",107,5,4.7,1.9,249,101,"Average","owner-occupied",51.463661,0.047043,18,46,4,"eltham","Thames Water",47900,"Greenwich","rail",0,1,0,0.8084414,352000,471853.118857714,0.340491814936688,0
13448,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N4","D",90,5,3.2,1.1,202,68,"Average","owner-occupied",51.56825,-0.11974,117,40,3,"crouch hill","Thames Water",52100,"Hackney","light_rail",0,0,1,0.4604574,745000,996977.806681791,0.338225243868176,0
5338,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",90,5,4.2,4.1,256,251,"Good","owner-occupied",51.450225,-0.197718,116,11,3,"southfields","Thames Water",76700,"Wandsworth","tube",1,0,0,0.6568198,915000,1224012.70170046,0.337718799672635,0
8777,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW10","D",131,7,5.4,2.6,214,100,"Average","rental (private)",51.535667,-0.221582,131,51,2,"kensal rise","Thames Water",52500,"Brent","light_rail",0,0,1,0.1982266,967000,1293355.99631475,0.337493274368927,0
7086,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",47,2,1.8,1,213,127,"Average","owner-occupied",51.533429,-0.089556,65,21,1,"old street","Thames Water",53400,"Islington","tube",1,1,0,0.5213546,374000,498719.341168481,0.333474174247274,0
13326,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW13","D",74,4,4.2,1.1,292,72,"Average","rental (private)",51.441561,-0.419978,188,17,6,"feltham","Affinity Water",53700,"Hounslow","rail",0,1,0,0.9221576,357000,475177.138942152,0.331028400398185,0
13586,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",92,4,4.1,2.3,255,139,"Average","owner-occupied",51.458523,0.03691,71,28,3,"kidbrooke","Thames Water",53200,"Greenwich","rail",0,1,0,0.702182,381000,506854.111591136,0.330325752207706,0
6097,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W5","D",145,6,4.8,2.1,189,81,"Average","owner-occupied",51.499478,-0.311984,86,21,3,"northfields","Thames Water",65700,"Ealing","tube",1,0,0,0.2771444,907000,1206319.44269607,0.33001041091077,0
